0,0,0,0,0,0.2,-1.67,0,-0.7854,0.7854,-0.7854,0.7854,0
0,1.7051e-05,4.2351e-08,-4.7307e-08,0.012432,0.21712,-1.7011,4.6171e-20,-0.78504,0.78576,-0.78504,0.78576,0
0,-8.6206e-06,3.3783e-07,-3.7736e-07,0.028845,0.22477,-1.7266,1.8047e-19,-0.78559,0.78523,-0.78558,0.78522,0
0,-7.6797e-05,1.1371e-06,-1.2702e-06,0.048345,0.22484,-1.7477,4.0167e-19,-0.78705,0.78382,-0.78703,0.7838,0
1.7291e-06,-0.0001946,2.6849e-06,-2.9801e-06,0.070512,0.21815,-1.7646,-9.2439e-10,-0.78958,0.78138,-0.78953,0.78133,0
4.568e-06,-0.00037596,5.2258e-06,-5.8002e-06,0.095157,0.20498,-1.7775,-1.8227e-09,-0.79347,0.77764,-0.79338,0.77755,0
8.7857e-06,-0.00064522,8.9998e-06,-9.9994e-06,0.12225,0.18521,-1.7862,-2.696e-09,-0.79925,0.77209,-0.79909,0.77192,0
1.4648e-05,-0.0010455,1.4243e-05,-1.5844e-05,0.15184,0.15837,-1.7904,-3.5455e-09,-0.80784,0.76382,-0.80758,0.76356,0
2.242e-05,-0.001658,2.1189e-05,-2.3597e-05,0.18399,0.12382,-1.7893,-4.3721e-09,-0.82094,0.75113,-0.82056,0.75075,0
3.2345e-05,-0.0017264,3.0073e-05,-3.3505e-05,0.20213,0.12258,-1.8075,-5.1682e-09,-0.82265,0.74996,-0.8221,0.74941,0
4.4721e-05,-0.0028872,4.1108e-05,-4.5863e-05,0.23731,0.076176,-1.7976,-5.9534e-09,-0.84742,0.72585,-0.84668,0.72511,0
5.9729e-05,-0.0029524,5.454e-05,-6.0855e-05,0.25479,0.07499,-1.815,-6.6968e-09,-0.8492,0.72489,-0.84821,0.7239,0
7.7652e-05,-0.003016,7.0581e-05,-7.8761e-05,0.27194,0.073829,-1.8321,-7.4113e-09,-0.85102,0.72403,-0.84974,0.72275,0
9.8733e-05,-0.0030781,8.9448e-05,-9.9826e-05,0.28876,0.072693,-1.8489,-8.0942e-09,-0.8529,0.72329,-0.85127,0.72167,0
0.00012321,-0.0031386,0.00011136,-0.00012429,0.30525,0.07158,-1.8654,-8.7422e-09,-0.85483,0.72268,-0.85281,0.72066,0
0.00015133,-0.0031976,0.00013652,-0.00015239,0.32141,0.070491,-1.8815,-9.3514e-09,-0.85683,0.72219,-0.85436,0.71972,0
0.00018331,-0.0032551,0.00016514,-0.00018436,0.33724,0.069425,-1.8973,-9.9173e-09,-0.8589,0.72185,-0.85591,0.71885,0
0.00021985,-0.0060465,0.00019729,-0.00022089,0.36483,0.023334,-1.8801,-1.0593e-08,-0.91865,0.66406,-0.91507,0.66048,0
0.00026026,-0.0061012,0.00023345,-0.00026128,0.38003,0.022308,-1.8952,-1.1068e-08,-0.92089,0.664,-0.91665,0.65976,0
0.00030522,-0.0061544,0.00027369,-0.00030623,0.3949,0.021303,-1.91,-1.1487e-08,-0.92322,0.66409,-0.91826,0.65913,0
0.00035589,-0.009576,0.00031792,-0.00035688,0.40581,0.005016,-1.9059,-1.2128e-08,-0.99662,0.59342,-0.99083,0.58764,0
0.00041171,-0.013014,0.00036658,-0.00041269,0.4108,0.00076398,-1.9078,-1.2756e-08,-1.0705,0.52256,-1.0638,0.51586,0
0.00047289,-0.01641,0.00041984,-0.00047385,0.4142,-0.00034317,-1.9113,-1.3371e-08,-1.1436,0.45271,-1.136,0.44502,0
0.00053965,-0.01976,0.00047791,-0.00054059,0.41712,-0.00064821,-1.9151,-1.3975e-08,-1.216,0.38398,-1.2072,0.37521,0
0.00061219,-0.023064,0.00054095,-0.00061313,0.41984,-0.00073843,-1.9189,-1.4568e-08,-1.2875,0.31639,-1.2775,0.30644,0
0.00069075,-0.02632,0.00060916,-0.00069167,0.42242,-0.00076834,-1.9226,-1.5151e-08,-1.3581,0.24995,-1.3469,0.23874,0
0.00077552,-0.029528,0.0006827,-0.00077643,0.4249,-0.0007807,-1.9262,-1.5723e-08,-1.428,0.1847,-1.4154,0.17211,0
0.00086672,-0.032688,0.00076175,-0.00086762,0.42729,-0.00078792,-1.9298,-1.6286e-08,-1.4969,0.12064,-1.4829,0.10657,0
