0,0,0,0,0,0.2,-1.67,0,-0.7854,0.7854,-0.7854,0.7854,0
0,3.4442e-05,-7.2151e-20,-1.9573e-18,0.025113,0.23458,-1.7327,9.2917e-20,-0.78467,0.78612,-0.78467,0.78612,0
0,-0.00011135,2.1285e-19,-1.9122e-18,0.065309,0.23383,-1.7752,-4.9726e-20,-0.78774,0.78305,-0.78774,0.78305,0
0,-0.00047584,1.0357e-18,-1.8861e-18,0.11632,0.20635,-1.8016,6.4633e-20,-0.79542,0.77538,-0.79542,0.77538,0
0,-0.0012408,2.8546e-18,1.4545e-18,0.17783,0.15127,-1.811,-2.1382e-19,-0.81152,0.75928,-0.81152,0.75928,0
0,-0.0029867,5.8636e-18,9.6129e-18,0.25033,0.063304,-1.7983,-2.8341e-19,-0.84828,0.72252,-0.84828,0.72252,0
0,-0.0031247,5.2841e-19,1.6566e-17,0.28746,0.060803,-1.8353,-4.7022e-19,-0.85118,0.71961,-0.85118,0.71961,0
0,-0.0032575,-8.979e-18,2.8857e-17,0.32356,0.05839,-1.8713,-5.1017e-19,-0.85398,0.71682,-0.85398,0.71682,0
0,-0.0033847,-1.4445e-17,3.4974e-17,0.35862,0.056062,-1.9062,-6.0835e-19,-0.85666,0.71414,-0.85666,0.71414,0
0,-0.01022,1.8215e-18,6.3899e-17,0.41086,-0.031885,-1.8732,-4.5494e-19,-1.0006,0.57024,-1.0006,0.57024,0
0,-0.017683,1.5712e-17,7.5299e-17,0.39568,0.019028,-1.9115,-9.1416e-20,-1.1577,0.41313,-1.1577,0.41313,0
0,-0.025275,3.7894e-17,3.3738e-17,0.41812,-0.013356,-1.9041,-4.7924e-20,-1.3175,0.25328,-1.3175,0.25328,0
0,-0.032854,4.4953e-17,2.9035e-17,0.41535,0.0068904,-1.9241,-7.2104e-20,-1.4771,0.093744,-1.4771,0.093744,0
0,-0.040375,6.0957e-17,2.6798e-18,0.42703,-0.0050814,-1.9262,-2.7919e-19,-1.6354,-0.064606,-1.6354,-0.064606,0
0,-0.047807,7.6166e-17,2.1585e-17,0.4296,0.0015819,-1.9379,-4.3801e-19,-1.7919,-0.22106,-1.7919,-0.22106,0
0,-0.055138,7.8668e-17,3.4561e-17,0.43648,-0.0018579,-1.9436,-6.6043e-19,-1.9462,-0.3754,-1.9462,-0.3754,0
0,-0.062359,9.0598e-17,-2.1303e-19,0.44064,-0.00020761,-1.9518,-6.8252e-19,-2.0982,-0.52741,-2.0982,-0.52741,0
0,-0.069465,9.5304e-17,4.3264e-17,0.44556,-0.00093244,-1.9582,-6.6296e-19,-2.2478,-0.67702,-2.2478,-0.67702,0
0,-0.076452,1.1003e-16,-4.4587e-17,0.44971,-0.00063755,-1.9649,-8.394e-19,-2.3949,-0.82413,-2.3949,-0.82413,0
0,-0.083318,1.1757e-16,-5.1066e-17,0.45374,-0.00074462,-1.971,-7.3185e-19,-2.5395,-0.96867,-2.5395,-0.96867,0
0,-0.090059,1.3606e-16,-1.2366e-16,0.45744,-0.00070799,-1.9769,3.1068e-18,-2.6814,-1.1106,-2.6814,-1.1106,0
0,-0.096674,1.4308e-16,-1.7523e-16,0.46089,-0.00071846,-1.9825,3.4089e-18,-2.8206,-1.2498,-2.8206,-1.2498,0
0,-0.10316,1.553e-16,-2.1174e-16,0.4641,-0.00071565,-1.9878,7.1109e-18,-2.9572,-1.3864,-2.9572,-1.3864,0
0,-0.10952,1.6372e-16,-2.2567e-16,0.46707,-0.00071672,-1.9928,7.072e-18,-3.091,-1.5202,-3.091,-1.5202,0
0,-0.11574,1.7247e-16,-2.7431e-16,0.46983,-0.00071735,-1.9976,7.2154e-18,-3.222,-1.6512,-3.222,-1.6512,0
0,-0.12183,1.7604e-16,-3.0694e-16,0.47237,-0.00071851,-2.0021,7.1355e-18,-3.3503,-1.7795,-3.3503,-1.7795,0
0,-0.12779,1.8491e-16,-3.834e-16,0.47471,-0.00072001,-2.0064,7.1542e-18,-3.4758,-1.905,-3.4758,-1.905,0
0,-0.13362,1.8489e-16,-3.917e-16,0.47686,-0.00072191,-2.0104,7.2143e-18,-3.5984,-2.0276,-3.5984,-2.0276,0
0,-0.13931,1.9267e-16,-4.0834e-16,0.47882,-0.0007242,-2.0143,5.2456e-18,-3.7183,-2.1475,-3.7183,-2.1475,0
0,-0.14487,1.9716e-16,-4.4633e-16,0.48061,-0.00072691,-2.0179,5.2216e-18,-3.8353,-2.2645,-3.8353,-2.2645,0
0,-0.1503,2.0303e-16,-4.2105e-16,0.48224,-0.00073005,-2.0214,5.3091e-18,-3.9495,-2.3787,-3.9495,-2.3787,0
0,-0.15559,2.0304e-16,-4.6206e-16,0.4837,-0.00073364,-2.0247,5.413e-18,-4.0609,-2.4901,-4.0609,-2.4901,0
0,-0.16074,2.0851e-16,-4.4849e-16,0.485,-0.0007377,-2.0278,5.3832e-18,-4.1695,-2.5987,-4.1695,-2.5987,0
0,-0.16577,2.0978e-16,-4.6949e-16,0.48616,-0.00074224,-2.0307,5.3981e-18,-4.2753,-2.7045,-4.2753,-2.7045,0
0,-0.17066,2.0959e-16,-5.0438e-16,0.48717,-0.0007473,-2.0334,5.1853e-18,-4.3783,-2.8075,-4.3783,-2.8075,0
0,-0.17542,2.0889e-16,-5.3456e-16,0.48804,-0.0007529,-2.036,4.2933e-18,-4.4785,-2.9077,-4.4785,-2.9077,0
0,-0.18005,2.0618e-16,-5.7655e-16,0.48878,-0.00075906,-2.0385,4.3206e-18,-4.576,-3.0052,-4.576,-3.0052,0
